date,platform,n
2017-03-26,mailchimp,390
2017-03-27,facebook,580
2017-03-27,mailchimp,390
2017-03-28,facebook,584
2017-03-28,mailchimp,392
2017-03-29,facebook,585
2017-03-29,mailchimp,392
2017-03-30,facebook,586
2017-03-30,mailchimp,393
2017-03-31,facebook,586
2017-03-31,mailchimp,394
2017-04-01,facebook,586
2017-04-01,mailchimp,394
2017-04-02,facebook,586
2017-04-02,mailchimp,394
2017-04-03,facebook,586
2017-04-03,mailchimp,394
2017-04-04,facebook,588
2017-04-04,mailchimp,394
2017-04-05,facebook,590
2017-04-05,mailchimp,394
2017-04-06,facebook,591
2017-04-06,mailchimp,394
2017-04-07,facebook,592
2017-04-07,mailchimp,394
2017-04-08,facebook,592
2017-04-08,mailchimp,394
2017-04-09,facebook,592
2017-04-09,mailchimp,394
2017-04-10,facebook,592
2017-04-10,mailchimp,394
2017-04-11,facebook,593
2017-04-11,mailchimp,394
2017-04-12,facebook,593
2017-04-12,mailchimp,394
2017-04-13,facebook,593
2017-04-13,mailchimp,394
2017-04-14,facebook,593
2017-04-14,mailchimp,394
2017-04-15,facebook,595
2017-04-15,mailchimp,394
2017-04-16,facebook,596
2017-04-16,mailchimp,394
2017-04-17,facebook,596
2017-04-17,mailchimp,394
2017-04-18,facebook,597
2017-04-18,mailchimp,394
2017-04-19,facebook,598
2017-04-19,mailchimp,394
2017-04-20,facebook,598
2017-04-20,mailchimp,394
2017-04-21,facebook,599
2017-04-21,mailchimp,394
2017-04-22,facebook,599
2017-04-22,mailchimp,394
2017-04-23,facebook,599
2017-04-23,mailchimp,394
2017-04-24,facebook,599
2017-04-24,mailchimp,394
2017-04-25,facebook,600
2017-04-25,mailchimp,395
2017-04-26,facebook,601
2017-04-26,mailchimp,396
2017-04-27,facebook,602
2017-04-27,mailchimp,398
2017-04-28,facebook,602
2017-04-28,mailchimp,398
2017-04-29,facebook,602
2017-04-29,mailchimp,398
2017-04-30,facebook,602
2017-04-30,mailchimp,398
2017-05-01,facebook,602
2017-05-01,mailchimp,401
2017-05-02,facebook,602
2017-05-02,mailchimp,402
2017-05-03,facebook,603
2017-05-03,mailchimp,403
2017-05-04,facebook,604
2017-05-04,mailchimp,403
2017-05-05,facebook,604
2017-05-05,mailchimp,404
2017-05-06,facebook,606
2017-05-06,mailchimp,404
2017-05-07,facebook,606
2017-05-07,mailchimp,405
2017-05-08,facebook,606
2017-05-08,mailchimp,407
2017-05-09,facebook,607
2017-05-09,mailchimp,409
2017-05-10,facebook,612
2017-05-10,mailchimp,410
2017-05-11,facebook,618
2017-05-11,mailchimp,410
2017-05-12,facebook,618
2017-05-12,mailchimp,410
2017-05-13,facebook,619
2017-05-13,mailchimp,410
2017-05-14,facebook,620
2017-05-14,mailchimp,411
2017-05-15,facebook,622
2017-05-15,mailchimp,411
2017-05-16,facebook,622
2017-05-16,mailchimp,411
2017-05-17,facebook,622
2017-05-17,mailchimp,411
2017-05-18,facebook,625
2017-05-18,mailchimp,412
2017-05-19,facebook,626
2017-05-19,mailchimp,412
2017-05-20,facebook,626
2017-05-20,mailchimp,412
2017-05-21,facebook,626
2017-05-21,mailchimp,413
2017-05-22,facebook,626
2017-05-22,mailchimp,413
2017-05-23,facebook,625
2017-05-23,mailchimp,417
2017-05-24,facebook,626
2017-05-24,mailchimp,419
2017-05-25,facebook,627
2017-05-25,mailchimp,419
2017-05-26,facebook,628
2017-05-26,mailchimp,420
2017-05-27,facebook,628
2017-05-27,mailchimp,420
2017-05-28,facebook,628
2017-05-28,mailchimp,420
2017-05-29,facebook,628
2017-05-29,mailchimp,420
2017-05-29,twitter,430
2017-05-30,facebook,631
2017-05-30,mailchimp,422
2017-05-30,twitter,430
2017-05-31,facebook,633
2017-05-31,mailchimp,424
2017-05-31,twitter,430
2017-06-01,facebook,635
2017-06-01,mailchimp,425
2017-06-01,twitter,430
2017-06-02,facebook,637
2017-06-02,mailchimp,426
2017-06-02,twitter,430
2017-06-03,facebook,636
2017-06-03,mailchimp,426
2017-06-03,twitter,431
2017-06-04,facebook,637
2017-06-04,mailchimp,426
2017-06-04,twitter,432
2017-06-05,facebook,637
2017-06-05,mailchimp,426
2017-06-05,twitter,432
2017-06-06,facebook,637
2017-06-06,mailchimp,427
2017-06-06,twitter,432
2017-06-07,facebook,638
2017-06-07,mailchimp,429
2017-06-07,twitter,433
2017-06-08,facebook,641
2017-06-08,mailchimp,430
2017-06-08,twitter,434
2017-06-09,facebook,646
2017-06-09,mailchimp,431
2017-06-09,twitter,436
2017-06-10,facebook,649
2017-06-10,mailchimp,431
2017-06-10,twitter,436
2017-06-11,facebook,650
2017-06-11,mailchimp,432
2017-06-11,twitter,438
2017-06-12,facebook,651
2017-06-12,mailchimp,433
2017-06-12,twitter,440
2017-06-13,facebook,652
2017-06-13,mailchimp,433
2017-06-13,twitter,439
2017-06-14,facebook,652
2017-06-14,mailchimp,434
2017-06-14,twitter,439
2017-06-15,facebook,652
2017-06-15,mailchimp,434
2017-06-15,twitter,441
2017-06-16,facebook,654
2017-06-16,mailchimp,434
2017-06-16,twitter,442
2017-06-17,facebook,653
2017-06-17,mailchimp,434
2017-06-17,twitter,441
2017-06-18,facebook,653
2017-06-18,mailchimp,434
2017-06-18,twitter,441
2017-06-19,facebook,654
2017-06-19,mailchimp,434
2017-06-19,twitter,442
2017-06-20,facebook,654
2017-06-20,mailchimp,434
2017-06-20,twitter,442
2017-06-21,facebook,653
2017-06-21,mailchimp,435
2017-06-21,twitter,443
2017-06-22,facebook,653
2017-06-22,mailchimp,435
2017-06-22,twitter,444
2017-06-23,facebook,653
2017-06-23,mailchimp,435
2017-06-23,twitter,445
2017-06-24,facebook,653
2017-06-24,mailchimp,435
2017-06-24,twitter,445
2017-06-25,facebook,653
2017-06-25,mailchimp,435
2017-06-25,twitter,445
2017-06-26,facebook,652
2017-06-26,mailchimp,435
2017-06-26,twitter,445
2017-06-27,facebook,652
2017-06-27,mailchimp,435
2017-06-27,twitter,444
2017-06-28,facebook,652
2017-06-28,mailchimp,435
2017-06-28,twitter,445
2017-06-29,facebook,652
2017-06-29,mailchimp,435
2017-06-29,twitter,444
2017-06-30,facebook,652
2017-06-30,mailchimp,435
2017-06-30,twitter,445
2017-07-01,facebook,652
2017-07-01,mailchimp,435
2017-07-01,twitter,446
2017-07-02,facebook,652
2017-07-02,mailchimp,436
2017-07-02,twitter,447
2017-07-03,facebook,651
2017-07-03,mailchimp,439
2017-07-03,twitter,446
2017-07-04,facebook,653
2017-07-04,mailchimp,439
2017-07-04,twitter,446
2017-07-05,facebook,654
2017-07-05,mailchimp,439
2017-07-05,twitter,447
2017-07-06,facebook,654
2017-07-06,mailchimp,439
2017-07-06,twitter,448
2017-07-07,facebook,654
2017-07-07,mailchimp,440
2017-07-07,twitter,447
2017-07-08,facebook,654
2017-07-08,mailchimp,441
2017-07-08,twitter,448
2017-07-09,facebook,654
2017-07-09,mailchimp,441
2017-07-09,twitter,448
2017-07-10,facebook,654
2017-07-10,mailchimp,441
2017-07-10,twitter,449
2017-07-11,facebook,655
2017-07-11,mailchimp,441
2017-07-11,twitter,449
2017-07-12,facebook,655
2017-07-12,mailchimp,441
2017-07-12,twitter,449
2017-07-13,facebook,656
2017-07-13,mailchimp,442
2017-07-13,twitter,450
2017-07-14,facebook,658
2017-07-14,mailchimp,442
2017-07-14,twitter,451
2017-07-15,facebook,659
2017-07-15,mailchimp,442
2017-07-15,twitter,452
2017-07-16,facebook,658
2017-07-16,mailchimp,442
2017-07-16,twitter,453
2017-07-17,facebook,658
2017-07-17,mailchimp,443
2017-07-17,twitter,453
2017-07-18,facebook,658
2017-07-18,mailchimp,444
2017-07-18,twitter,452
2017-07-19,facebook,659
2017-07-19,mailchimp,445
2017-07-19,twitter,455
2017-07-20,mailchimp,445
2017-07-20,twitter,455
2017-07-21,facebook,661
2017-07-21,mailchimp,447
2017-07-21,twitter,456
2017-07-22,facebook,661
2017-07-22,mailchimp,448
2017-07-22,twitter,457
2017-07-23,facebook,661
2017-07-23,mailchimp,448
2017-07-23,twitter,457
2017-07-24,facebook,661
2017-07-24,mailchimp,449
2017-07-24,twitter,457
2017-07-25,facebook,661
2017-07-25,mailchimp,449
2017-07-25,twitter,457
2017-07-26,facebook,661
2017-07-26,mailchimp,449
2017-07-26,twitter,459
2017-07-27,facebook,661
2017-07-27,mailchimp,449
2017-07-27,twitter,459
2017-07-28,facebook,661
2017-07-28,mailchimp,449
2017-07-28,twitter,460
2017-07-29,facebook,661
2017-07-29,mailchimp,449
2017-07-29,twitter,460
2017-07-30,facebook,661
2017-07-30,mailchimp,449
2017-07-30,twitter,460
2017-07-31,facebook,661
2017-07-31,mailchimp,449
2017-07-31,twitter,460
2017-08-01,facebook,661
2017-08-01,mailchimp,450
2017-08-01,twitter,463
2017-08-02,facebook,663
2017-08-02,mailchimp,452
2017-08-02,twitter,464
2017-08-03,facebook,664
2017-08-03,mailchimp,452
2017-08-03,twitter,464
2017-08-04,facebook,664
2017-08-04,mailchimp,453
2017-08-04,twitter,465
2017-08-05,facebook,666
2017-08-05,mailchimp,453
2017-08-05,twitter,464
2017-08-06,facebook,668
2017-08-06,mailchimp,454
2017-08-06,twitter,465
2017-08-07,facebook,670
2017-08-07,mailchimp,453
2017-08-07,twitter,465
2017-08-08,facebook,670
2017-08-08,mailchimp,453
2017-08-08,twitter,465
2017-08-09,facebook,670
2017-08-09,mailchimp,453
2017-08-09,twitter,467
2017-08-10,facebook,670
2017-08-10,mailchimp,453
2017-08-10,twitter,466
2017-08-11,facebook,670
2017-08-11,mailchimp,453
2017-08-11,twitter,467
2017-08-12,facebook,670
2017-08-12,mailchimp,453
2017-08-12,twitter,468
2017-08-13,facebook,670
2017-08-13,mailchimp,453
2017-08-13,twitter,468
2017-08-14,facebook,671
2017-08-14,mailchimp,453
2017-08-14,twitter,468
2017-08-15,facebook,672
2017-08-15,mailchimp,454
2017-08-15,twitter,469
2017-08-16,facebook,673
2017-08-16,mailchimp,454
2017-08-16,twitter,470
2017-08-17,facebook,676
2017-08-17,mailchimp,454
2017-08-17,twitter,470
2017-08-18,facebook,676
2017-08-18,mailchimp,456
2017-08-18,twitter,470
2017-08-19,facebook,679
2017-08-19,mailchimp,456
2017-08-19,twitter,470
2017-08-20,facebook,679
2017-08-20,mailchimp,456
2017-08-20,twitter,473
2017-08-21,facebook,679
2017-08-21,mailchimp,456
2017-08-21,twitter,473
2017-08-22,facebook,679
2017-08-22,mailchimp,456
2017-08-22,twitter,473
2017-08-23,facebook,679
2017-08-23,mailchimp,456
2017-08-23,twitter,474
2017-08-24,facebook,679
2017-08-24,mailchimp,456
2017-08-24,twitter,472
2017-08-25,facebook,681
2017-08-25,mailchimp,456
2017-08-25,twitter,473
2017-08-26,facebook,682
2017-08-26,mailchimp,456
2017-08-26,twitter,473
2017-08-27,facebook,682
2017-08-27,mailchimp,456
2017-08-27,twitter,472
2017-08-28,facebook,682
2017-08-28,mailchimp,456
2017-08-28,twitter,472
2017-08-29,facebook,682
2017-08-29,mailchimp,456
2017-08-29,twitter,473
2017-08-30,facebook,685
2017-08-30,mailchimp,456
2017-08-30,twitter,473
2017-08-31,facebook,685
2017-08-31,mailchimp,456
2017-08-31,twitter,475
2017-09-01,facebook,685
2017-09-01,mailchimp,456
2017-09-01,twitter,477
2017-09-02,facebook,686
2017-09-02,mailchimp,456
2017-09-02,twitter,477
2017-09-03,facebook,686
2017-09-03,mailchimp,456
2017-09-03,twitter,485
2017-09-04,facebook,692
2017-09-04,mailchimp,457
2017-09-04,twitter,489
2017-09-05,facebook,698
2017-09-05,mailchimp,457
2017-09-05,twitter,492
2017-09-06,facebook,705
2017-09-06,mailchimp,458
2017-09-06,twitter,494
2017-09-07,facebook,706
2017-09-07,mailchimp,460
2017-09-07,twitter,503
2017-09-08,facebook,706
2017-09-08,mailchimp,460
2017-09-08,twitter,505
2017-09-09,facebook,706
2017-09-09,mailchimp,460
2017-09-09,twitter,505
2017-09-10,facebook,706
2017-09-10,mailchimp,461
2017-09-10,twitter,503
2017-09-11,facebook,706
2017-09-11,mailchimp,461
2017-09-11,twitter,502
2017-09-12,facebook,707
2017-09-12,mailchimp,457
2017-09-12,twitter,503
2017-09-13,facebook,708
2017-09-13,mailchimp,457
2017-09-13,twitter,504
2017-09-14,facebook,708
2017-09-14,mailchimp,457
2017-09-14,twitter,503
2017-09-15,facebook,708
2017-09-15,mailchimp,460
2017-09-15,twitter,507
2017-09-16,facebook,711
2017-09-16,mailchimp,460
2017-09-16,twitter,512
2017-09-17,facebook,717
2017-09-17,mailchimp,461
2017-09-17,twitter,514
2017-09-18,facebook,721
2017-09-18,mailchimp,464
2017-09-18,twitter,517
2017-09-19,facebook,722
2017-09-19,mailchimp,465
2017-09-19,twitter,518
2017-09-20,facebook,721
2017-09-20,mailchimp,464
2017-09-20,twitter,522
2017-09-21,facebook,723
2017-09-21,mailchimp,466
2017-09-21,twitter,523
2017-09-22,facebook,729
2017-09-22,mailchimp,466
2017-09-22,twitter,525
2017-09-23,facebook,729
2017-09-23,mailchimp,466
2017-09-23,twitter,526
2017-09-24,facebook,729
2017-09-24,mailchimp,466
2017-09-24,twitter,528
2017-09-25,facebook,731
2017-09-25,mailchimp,467
2017-09-25,twitter,529
2017-09-26,facebook,732
2017-09-26,mailchimp,468
2017-09-26,twitter,529
2017-09-27,facebook,736
2017-09-27,mailchimp,468
2017-09-27,twitter,531
2017-09-28,facebook,747
2017-09-28,mailchimp,473
2017-09-28,twitter,533
2017-09-29,facebook,752
2017-09-29,mailchimp,473
2017-09-29,twitter,535
2017-09-30,facebook,753
2017-09-30,mailchimp,477
2017-09-30,twitter,535
2017-10-01,facebook,755
2017-10-01,mailchimp,478
2017-10-01,twitter,535
2017-10-02,facebook,756
2017-10-02,mailchimp,481
2017-10-02,twitter,536
2017-10-03,facebook,756
2017-10-03,mailchimp,485
2017-10-03,twitter,536
2017-10-04,facebook,756
2017-10-04,mailchimp,499
2017-10-04,twitter,536
2017-10-05,facebook,762
2017-10-05,mailchimp,512
2017-10-05,twitter,538
2017-10-06,facebook,766
2017-10-07,mailchimp,516
2017-10-07,twitter,539
2017-10-08,facebook,773
2017-10-08,mailchimp,518
2017-10-08,twitter,541
2017-10-09,facebook,774
2017-10-09,mailchimp,519
2017-10-09,twitter,541
2017-10-10,facebook,775
2017-10-10,mailchimp,529
2017-10-10,twitter,544
2017-10-11,facebook,777
2017-10-11,mailchimp,540
2017-10-11,twitter,546
2017-10-12,mailchimp,540
2017-10-12,twitter,549
2017-10-13,facebook,787
2017-10-13,mailchimp,543
2017-10-13,twitter,549
2017-10-14,facebook,790
2017-10-14,mailchimp,548
2017-10-14,twitter,550
2017-10-15,facebook,792
2017-10-15,mailchimp,549
2017-10-15,twitter,551
2017-10-16,facebook,793
2017-10-16,mailchimp,555
2017-10-16,twitter,554
2017-10-17,facebook,794
2017-10-17,mailchimp,557
2017-10-17,twitter,554
2017-10-18,facebook,796
2017-10-23,facebook,808
2017-10-23,mailchimp,565
2017-10-23,twitter,562
2017-10-24,mailchimp,571
2017-10-24,twitter,563
2017-10-25,facebook,811
2020-11-14,facebook,1191
2020-11-14,mailchimp,1519
2020-11-14,slack,854
2020-11-14,twitter,2269
2020-11-16,facebook,1192
2020-11-16,mailchimp,1521
2020-11-16,slack,859
2020-11-18,facebook,1193
2020-11-18,mailchimp,1528
2020-11-18,slack,866
2020-11-18,twitter,2284
2020-11-19,facebook,1198
2020-11-19,twitter,2288
2020-11-19,mailchimp,1533
2020-11-19,slack,869
2020-11-20,facebook,1198
2020-11-20,twitter,2289
2020-11-20,mailchimp,1537
2020-11-20,slack,871
2020-11-21,facebook,1199
2020-11-21,twitter,2291
2020-11-21,mailchimp,1541
2020-11-21,slack,871
2020-11-22,slack,871
2020-11-22,facebook,1199
2020-11-22,twitter,2292
2020-11-22,mailchimp,1544
2020-11-23,slack,874
2020-11-23,facebook,1199
2020-11-23,twitter,2302
2020-11-23,mailchimp,1550
2020-11-24,slack,878
2020-11-24,facebook,1201
2020-11-24,twitter,2308
2020-11-24,mailchimp,1552
2020-11-28,slack,882
2020-11-28,facebook,1202
2020-11-28,twitter,2328
2020-11-28,mailchimp,1563
2020-11-29,slack,882
2020-11-29,facebook,1202
2020-11-29,twitter,2328
2020-11-29,mailchimp,1565
2020-11-30,slack,884
2020-11-30,facebook,1202
2020-11-30,twitter,2328
2020-11-30,mailchimp,1564
2020-12-01,slack,887
2020-12-01,facebook,1202
2020-12-01,twitter,2332
2020-12-01,mailchimp,1562
2020-12-02,slack,888
2020-12-02,facebook,1202
2020-12-02,twitter,2333
2020-12-02,mailchimp,1564
